case:concept:name,event_count,first_event,last_event,unique_activity_count,case_duration_hours
2000033523_00001,13,2018-07-03 10:49:00+00:00,2018-09-28 08:26:00+00:00,13,2085.62
2000033524_00001,12,2018-07-03 12:42:00+00:00,2018-09-06 12:08:00+00:00,12,1559.43
2000033525_00001,12,2018-07-04 09:04:00+00:00,2018-09-06 12:06:00+00:00,12,1539.03
2000033525_00002,12,2018-07-04 09:04:00+00:00,2018-09-06 12:06:00+00:00,12,1539.03
2000033526_00001,12,2018-07-04 09:04:00+00:00,2018-08-02 14:06:00+00:00,12,701.03
2000033526_00002,12,2018-07-04 09:04:00+00:00,2018-08-02 14:06:00+00:00,12,701.03
2000033527_00001,9,2018-07-04 09:28:00+00:00,2018-07-10 06:36:00+00:00,9,141.13
2000033528_00001,20,2018-07-05 05:50:00+00:00,2018-09-06 12:08:00+00:00,14,1518.3
2000033529_00001,12,2018-06-04 21:59:00+00:00,2018-09-06 12:07:00+00:00,12,2246.13
2000033530_00001,65,2018-03-31 21:59:00+00:00,2019-01-03 15:12:00+00:00,13,6665.22
2000033531_00001,12,2018-07-06 04:32:00+00:00,2018-09-28 08:26:00+00:00,12,2019.9
2000033531_00002,12,2018-07-06 04:32:00+00:00,2018-09-28 08:26:00+00:00,12,2019.9
2000033532_00001,14,2018-07-06 05:01:00+00:00,2018-09-28 08:26:00+00:00,12,2019.42
2000033532_00002,12,2018-07-06 05:01:00+00:00,2018-09-28 08:26:00+00:00,12,2019.42
2000033533_00001,13,2018-07-06 05:55:00+00:00,2018-08-30 13:39:00+00:00,13,1327.73
2000033534_00001,22,2018-07-06 09:51:00+00:00,2018-09-28 08:28:00+00:00,16,2014.62
2000033535_00001,14,2018-07-06 10:17:00+00:00,2018-09-13 14:41:00+00:00,14,1660.4
2000033536_00001,12,2018-07-09 07:55:00+00:00,2019-01-04 22:59:00+00:00,12,4311.07
2000033537_00001,12,2018-07-09 11:11:00+00:00,2018-09-28 08:26:00+00:00,12,1941.25
2000033538_00001,12,2018-07-09 10:47:00+00:00,2018-09-13 14:41:00+00:00,12,1587.9
2000033539_00001,12,2018-07-09 11:11:00+00:00,2018-09-28 08:26:00+00:00,12,1941.25
2000033539_00002,12,2018-07-09 11:11:00+00:00,2018-09-28 08:26:00+00:00,12,1941.25
2000033540_00001,19,2018-07-09 15:52:00+00:00,2018-12-18 13:51:00+00:00,15,3885.98
2000033541_00001,13,2018-07-09 15:53:00+00:00,2018-11-08 15:44:00+00:00,13,2927.85
2000033542_00001,12,2018-07-10 09:26:00+00:00,2018-09-28 08:26:00+00:00,12,1919.0
2000033543_00001,12,2018-07-10 09:26:00+00:00,2018-09-28 08:26:00+00:00,12,1919.0
2000033544_00001,8,2018-07-10 09:26:00+00:00,2018-07-10 11:26:00+00:00,8,2.0
2000033545_00001,12,2018-07-10 11:35:00+00:00,2018-09-06 12:06:00+00:00,12,1392.52
2000033545_00002,12,2018-07-10 11:35:00+00:00,2018-09-06 12:06:00+00:00,12,1392.52
2000033545_00003,12,2018-07-10 11:35:00+00:00,2018-09-06 12:06:00+00:00,12,1392.52
2000033545_00004,12,2018-07-10 11:35:00+00:00,2018-09-06 12:06:00+00:00,12,1392.52
2000033545_00005,12,2018-07-10 11:35:00+00:00,2018-09-06 12:06:00+00:00,12,1392.52
2000033545_00006,12,2018-07-10 11:35:00+00:00,2018-09-06 12:06:00+00:00,12,1392.52
2000033545_00007,12,2018-07-10 11:35:00+00:00,2018-09-06 12:06:00+00:00,12,1392.52
2000033546_00001,12,2018-07-10 12:09:00+00:00,2018-10-26 09:02:00+00:00,12,2588.88
2000033546_00002,12,2018-07-10 12:09:00+00:00,2018-10-26 09:02:00+00:00,12,2588.88
2000033546_00003,9,2018-07-10 12:09:00+00:00,2018-10-17 12:28:00+00:00,9,2376.32
2000033546_00004,12,2018-07-10 12:09:00+00:00,2018-10-26 09:02:00+00:00,12,2588.88
2000033546_00005,12,2018-07-10 12:09:00+00:00,2018-10-26 09:02:00+00:00,12,2588.88
2000033546_00006,12,2018-07-10 12:09:00+00:00,2018-10-26 09:02:00+00:00,12,2588.88
2000033546_00007,12,2018-07-10 12:09:00+00:00,2018-10-26 09:02:00+00:00,12,2588.88
2000033547_00001,12,2018-07-10 15:30:00+00:00,2018-09-28 08:29:00+00:00,12,1912.98
2000033547_00002,12,2018-07-10 15:30:00+00:00,2018-09-28 08:29:00+00:00,12,1912.98
2000033548_00001,13,2018-07-11 04:43:00+00:00,2018-08-30 13:39:00+00:00,13,1208.93
2000033549_00001,13,2018-07-11 04:43:00+00:00,2018-09-06 12:08:00+00:00,13,1375.42
2000033550_00001,12,2018-07-12 04:24:00+00:00,2018-09-28 08:29:00+00:00,12,1876.08
2000033550_00002,12,2018-07-12 04:24:00+00:00,2018-09-28 08:29:00+00:00,12,1876.08
2000033551_00001,12,2018-07-12 07:29:00+00:00,2018-09-28 08:26:00+00:00,12,1872.95
2000033552_00001,25,2018-07-12 07:29:00+00:00,2018-07-24 07:29:00+00:00,12,288.0
2000033553_00001,12,2018-07-12 12:06:00+00:00,2018-09-13 14:41:00+00:00,12,1514.58
2000033554_00001,12,2018-07-12 12:07:00+00:00,2018-08-30 13:40:00+00:00,12,1177.55
2000033555_00001,13,2018-07-13 05:34:00+00:00,2018-10-18 13:32:00+00:00,13,2335.97
2000033556_00001,8,2018-07-13 05:21:00+00:00,2018-07-13 07:21:00+00:00,8,2.0
2000033557_00001,12,2018-07-13 10:16:00+00:00,2018-09-06 12:06:00+00:00,12,1321.83
2000033558_00001,12,2018-07-13 09:53:00+00:00,2018-09-06 12:06:00+00:00,12,1322.22
2000033558_00002,12,2018-07-13 09:53:00+00:00,2018-09-06 12:06:00+00:00,12,1322.22
2000033559_00001,12,2018-07-16 06:55:00+00:00,2018-09-28 08:26:00+00:00,12,1777.52
2000033560_00001,12,2018-07-17 06:09:00+00:00,2018-09-06 12:06:00+00:00,12,1229.95
2000033560_00002,12,2018-07-17 06:09:00+00:00,2018-09-06 12:06:00+00:00,12,1229.95
2000033560_00003,12,2018-07-17 06:09:00+00:00,2018-09-06 12:06:00+00:00,12,1229.95
2000033561_00001,12,2018-07-17 07:16:00+00:00,2018-09-06 12:08:00+00:00,12,1228.87
2000033562_00001,27,2018-07-17 08:29:00+00:00,2018-11-29 15:16:00+00:00,17,3246.78
2000033563_00001,13,2018-07-17 17:55:00+00:00,2018-10-26 09:04:00+00:00,13,2415.15
2000033564_00001,12,2018-07-18 03:29:00+00:00,2018-09-06 12:06:00+00:00,12,1208.62
2000033565_00001,13,2018-07-18 11:08:00+00:00,2018-11-01 15:26:00+00:00,13,2548.3
2000033565_00002,13,2018-07-18 11:08:00+00:00,2018-11-01 15:26:00+00:00,13,2548.3
2000033565_00003,13,2018-07-18 11:08:00+00:00,2018-11-01 15:26:00+00:00,13,2548.3
2000033565_00004,13,2018-07-18 11:08:00+00:00,2018-11-01 15:26:00+00:00,13,2548.3
2000033566_00001,12,2018-07-18 12:33:00+00:00,2018-09-28 08:26:00+00:00,12,1723.88
2000033567_00001,13,2018-07-19 09:14:00+00:00,2018-10-26 09:01:00+00:00,13,2375.78
2000033568_00001,13,2018-07-19 11:42:00+00:00,2018-09-06 12:08:00+00:00,13,1176.43
2000033569_00001,12,2018-07-20 05:32:00+00:00,2018-11-22 13:53:00+00:00,12,3008.35
2000033570_00001,12,2018-07-20 10:29:00+00:00,2018-11-15 14:35:00+00:00,12,2836.1
2000033571_00001,12,2018-07-20 12:53:00+00:00,2018-09-06 12:06:00+00:00,12,1151.22
2000033572_00001,12,2018-07-20 12:59:00+00:00,2018-12-07 08:05:00+00:00,12,3355.1
2000033573_00001,12,2018-07-23 09:30:00+00:00,2018-09-20 14:13:00+00:00,12,1420.72
2000033574_00001,13,2018-07-24 11:38:00+00:00,2018-11-29 15:16:00+00:00,13,3075.63
2000033575_00001,13,2018-07-05 21:59:00+00:00,2018-08-30 13:41:00+00:00,13,1335.7
2000033576_00001,12,2018-07-26 09:33:00+00:00,2018-10-26 09:02:00+00:00,12,2207.48
2000033577_00001,21,2018-07-27 12:54:00+00:00,2018-12-21 13:34:00+00:00,13,3528.67
2000033578_00001,12,2018-07-27 14:59:00+00:00,2018-09-06 12:06:00+00:00,12,981.12
2000033578_00002,12,2018-07-27 14:59:00+00:00,2018-09-06 12:06:00+00:00,12,981.12
2000033578_00003,12,2018-07-27 14:59:00+00:00,2018-09-06 12:06:00+00:00,12,981.12
2000033579_00001,21,2018-07-29 07:52:00+00:00,2018-10-04 14:50:00+00:00,15,1614.97
2000033580_00001,13,2018-07-29 07:59:00+00:00,2018-10-26 09:04:00+00:00,13,2137.08
2000033581_00001,13,2018-07-29 07:59:00+00:00,2018-09-28 08:29:00+00:00,13,1464.5
2000033582_00001,13,2018-07-29 07:59:00+00:00,2018-10-04 14:50:00+00:00,13,1614.85
2000033583_00001,14,2018-03-21 22:59:00+00:00,2018-09-06 12:08:00+00:00,14,4045.15
2000033584_00001,13,2018-07-30 17:35:00+00:00,2018-10-04 14:50:00+00:00,13,1581.25
2000033585_00001,13,2018-07-31 06:44:00+00:00,2018-09-28 08:27:00+00:00,13,1417.72
2000033586_00001,13,2018-07-31 14:09:00+00:00,2018-10-04 14:50:00+00:00,13,1560.68
2000033587_00001,18,2018-06-12 21:59:00+00:00,2018-09-28 08:27:00+00:00,15,2578.47
2000033588_00001,13,2018-08-01 14:40:00+00:00,2018-10-11 11:47:00+00:00,13,1701.12
2000033589_00001,13,2018-04-09 21:59:00+00:00,2018-08-23 11:40:00+00:00,13,3253.68
2000033590_00001,12,2018-08-04 09:56:00+00:00,2018-10-26 09:01:00+00:00,12,1991.08
2000033590_00002,12,2018-08-04 09:56:00+00:00,2018-10-26 09:01:00+00:00,12,1991.08
2000033591_00001,13,2018-08-06 04:37:00+00:00,2018-10-26 09:04:00+00:00,13,1948.45
2000033592_00001,12,2018-08-07 13:46:00+00:00,2019-01-04 22:59:00+00:00,12,3609.22
2000033592_00002,12,2018-08-07 13:46:00+00:00,2018-10-26 09:01:00+00:00,12,1915.25
2000033593_00001,12,2018-08-08 08:49:00+00:00,2018-10-26 09:04:00+00:00,12,1896.25
2000033593_00002,12,2018-08-08 08:49:00+00:00,2018-10-26 09:04:00+00:00,12,1896.25
2000033593_00003,12,2018-08-08 08:49:00+00:00,2018-10-26 09:04:00+00:00,12,1896.25
2000033594_00001,12,2018-08-08 10:32:00+00:00,2018-10-26 09:01:00+00:00,12,1894.48
2000033595_00001,12,2018-08-08 10:45:00+00:00,2018-11-15 14:35:00+00:00,12,2379.83
2000033596_00001,12,2018-08-09 08:09:00+00:00,2018-10-26 09:01:00+00:00,12,1872.87
2000033597_00001,12,2018-08-09 08:09:00+00:00,2018-10-26 09:01:00+00:00,12,1872.87
2000033597_00002,12,2018-08-09 08:09:00+00:00,2018-10-26 09:01:00+00:00,12,1872.87
2000033598_00001,13,2018-08-09 12:08:00+00:00,2018-09-28 08:29:00+00:00,13,1196.35
2000033599_00001,12,2018-08-09 11:10:00+00:00,2018-10-04 14:48:00+00:00,12,1347.63
2000033600_00001,13,2018-08-11 07:39:00+00:00,2018-11-08 15:45:00+00:00,13,2144.1
2000033601_00001,12,2018-08-13 07:48:00+00:00,2018-10-26 09:01:00+00:00,12,1777.22
2000033602_00001,13,2018-08-13 12:04:00+00:00,2018-10-04 14:50:00+00:00,13,1250.77
2000033603_00001,12,2018-08-14 13:37:00+00:00,2018-10-04 14:48:00+00:00,12,1225.18
2000033603_00002,12,2018-08-14 13:37:00+00:00,2018-10-04 14:48:00+00:00,12,1225.18
2000033603_00003,12,2018-08-14 13:37:00+00:00,2018-10-04 14:48:00+00:00,12,1225.18
2000033604_00001,12,2018-08-15 05:02:00+00:00,2018-10-26 09:01:00+00:00,12,1731.98
2000033605_00001,13,2018-08-15 10:56:00+00:00,2018-10-04 14:48:00+00:00,13,1203.87
2000033605_00002,13,2018-08-15 10:56:00+00:00,2018-10-04 14:48:00+00:00,13,1203.87
2000033605_00003,13,2018-08-15 10:56:00+00:00,2018-10-04 14:48:00+00:00,13,1203.87
2000033605_00004,13,2018-08-15 10:56:00+00:00,2018-10-04 14:48:00+00:00,13,1203.87
2000033605_00005,13,2018-08-15 10:56:00+00:00,2018-10-04 14:48:00+00:00,13,1203.87
2000033605_00006,13,2018-08-15 10:56:00+00:00,2018-10-04 14:48:00+00:00,13,1203.87
2000033605_00007,13,2018-08-15 10:56:00+00:00,2018-10-04 14:48:00+00:00,13,1203.87
2000033605_00008,13,2018-08-15 10:56:00+00:00,2018-10-04 14:48:00+00:00,13,1203.87
2000033605_00009,13,2018-08-15 10:56:00+00:00,2018-10-04 14:48:00+00:00,13,1203.87
2000033605_00010,13,2018-08-15 10:56:00+00:00,2018-10-04 14:48:00+00:00,13,1203.87
2000033605_00011,13,2018-08-15 10:56:00+00:00,2018-10-04 14:48:00+00:00,13,1203.87
2000033606_00001,13,2018-08-16 05:40:00+00:00,2018-10-04 14:50:00+00:00,13,1185.17
2000033607_00001,13,2018-08-14 21:59:00+00:00,2018-09-28 08:29:00+00:00,13,1066.5
2000033608_00001,13,2018-08-16 13:51:00+00:00,2018-10-26 09:04:00+00:00,13,1699.22
2000033609_00001,12,2018-08-20 06:17:00+00:00,2018-10-26 09:01:00+00:00,12,1610.73
2000033609_00002,12,2018-08-20 06:17:00+00:00,2018-10-26 09:01:00+00:00,12,1610.73
2000033610_00001,12,2018-08-20 06:17:00+00:00,2018-10-26 09:04:00+00:00,12,1610.78
2000033611_00001,12,2018-08-20 06:18:00+00:00,2018-10-04 14:48:00+00:00,12,1088.5
2000033611_00002,12,2018-08-20 06:18:00+00:00,2018-10-04 14:48:00+00:00,12,1088.5
2000033612_00001,12,2018-08-20 07:23:00+00:00,2018-11-01 15:26:00+00:00,12,1760.05
2000033612_00002,12,2018-08-20 07:23:00+00:00,2018-11-01 15:26:00+00:00,12,1760.05
2000033612_00003,12,2018-08-20 07:23:00+00:00,2018-11-01 15:26:00+00:00,12,1760.05
2000033613_00001,12,2018-08-20 10:36:00+00:00,2018-09-13 14:41:00+00:00,12,580.08
2000033614_00001,12,2018-08-20 13:06:00+00:00,2018-09-13 14:41:00+00:00,12,577.58
2000033615_00001,13,2018-08-21 06:24:00+00:00,2018-10-26 09:04:00+00:00,13,1586.67
2000033616_00001,12,2018-08-21 09:08:00+00:00,2018-09-20 07:30:00+00:00,12,718.37
2000033617_00001,12,2018-08-21 09:29:00+00:00,2018-10-04 14:48:00+00:00,12,1061.32
2000033617_00002,12,2018-08-21 09:29:00+00:00,2018-10-04 14:48:00+00:00,12,1061.32
2000033617_00003,12,2018-08-21 09:29:00+00:00,2018-10-04 14:48:00+00:00,12,1061.32
2000033617_00004,12,2018-08-21 09:29:00+00:00,2018-10-04 14:48:00+00:00,12,1061.32
2000033617_00005,12,2018-08-21 09:29:00+00:00,2018-10-04 14:48:00+00:00,12,1061.32
2000033617_00006,12,2018-08-21 09:29:00+00:00,2018-10-04 14:48:00+00:00,12,1061.32
2000033618_00001,12,2018-08-21 10:15:00+00:00,2018-10-26 09:01:00+00:00,12,1582.77
2000033619_00001,24,2018-08-21 11:11:00+00:00,2018-11-29 15:16:00+00:00,15,2404.08
2000033620_00001,37,2018-07-05 21:59:00+00:00,2019-01-11 03:48:00+00:00,13,4541.82
2000033621_00001,12,2018-08-23 12:05:00+00:00,2019-01-12 01:12:00+00:00,12,3397.12
2000033622_00001,13,2018-08-27 07:30:00+00:00,2018-11-29 15:13:00+00:00,13,2263.72
2000033623_00001,12,2018-08-27 07:55:00+00:00,2018-09-20 14:13:00+00:00,12,582.3
2000033624_00001,12,2018-08-27 13:15:00+00:00,2018-10-04 14:48:00+00:00,12,913.55
2000033625_00001,12,2018-08-28 06:48:00+00:00,2018-10-11 11:47:00+00:00,12,1060.98
2000033626_00001,13,2018-08-28 10:10:00+00:00,2018-10-04 14:48:00+00:00,13,892.63
2000033627_00001,13,2018-08-28 10:52:00+00:00,2018-11-08 15:45:00+00:00,13,1732.88
2000033628_00001,13,2018-08-28 13:16:00+00:00,2018-10-04 14:50:00+00:00,13,889.57
2000033629_00001,13,2018-08-28 13:16:00+00:00,2018-11-08 15:45:00+00:00,13,1730.48
2000033630_00001,12,2018-08-29 05:50:00+00:00,2018-10-26 09:01:00+00:00,12,1395.18
2000033631_00001,13,2018-08-30 12:02:00+00:00,2018-11-08 15:45:00+00:00,13,1683.72
2000033632_00001,12,2018-08-30 13:05:00+00:00,2018-11-08 15:43:00+00:00,12,1682.63
2000033633_00001,12,2018-08-31 05:17:00+00:00,2018-11-08 15:44:00+00:00,12,1666.45
2000033634_00001,13,2018-08-31 09:52:00+00:00,2018-10-11 11:47:00+00:00,13,985.92
2000033635_00001,21,2018-08-31 09:53:00+00:00,2018-10-26 09:03:00+00:00,15,1343.17
2000052669_00001,12,2018-09-03 06:28:00+00:00,2018-10-26 09:02:00+00:00,12,1274.57
2000052670_00001,9,2018-09-03 08:20:00+00:00,2019-01-14 10:48:00+00:00,9,3194.47
2000052671_00001,13,2018-09-03 12:16:00+00:00,2018-11-08 15:45:00+00:00,13,1587.48
2000052672_00001,13,2018-09-03 12:16:00+00:00,2018-11-22 13:53:00+00:00,13,1921.62
2000052673_00001,12,2018-09-04 17:07:00+00:00,2018-11-08 15:44:00+00:00,12,1558.62
2000052674_00001,12,2018-09-05 06:11:00+00:00,2019-01-08 13:39:00+00:00,12,3007.47
2000052675_00001,12,2018-09-05 09:28:00+00:00,2018-11-29 15:14:00+00:00,12,2045.77
2000052676_00001,12,2018-09-05 12:25:00+00:00,2018-11-08 15:44:00+00:00,12,1539.32
2000052676_00002,12,2018-09-05 12:25:00+00:00,2018-11-08 15:44:00+00:00,12,1539.32
2000052676_00003,12,2018-09-05 12:25:00+00:00,2018-11-08 15:44:00+00:00,12,1539.32
2000052676_00004,12,2018-09-05 12:25:00+00:00,2018-11-08 15:44:00+00:00,12,1539.32
2000052676_00005,12,2018-09-05 12:25:00+00:00,2018-11-08 15:44:00+00:00,12,1539.32
2000052676_00006,12,2018-09-05 12:25:00+00:00,2018-11-08 15:44:00+00:00,12,1539.32
